original_message,emoji_used,emoji_context_window,translated_meaning,sentiment_detected,emoji_category,target_text,message_type
Can't believe I finally finished my marathon run 🏃‍♂️🎉🌅 feeling exhausted but so happy! 😊🎽💪,🏃-🎉-🌅-😊-🎽-💪,6,I can't believe I finally finished my marathon run feeling exhausted but so happy.,positive,activity-emotion-time-achievement,I can't believe I finally finished my marathon run feeling exhausted but so happy.,achievement
Can't believe I nailed that presentation 🎤🎯✨ feeling on top of the world today! 🌎🙌🤩,🎤-🎯-✨-🌎-🙌-🤩,6,I can't believe I succeeded in that presentation and I'm feeling amazing today.,positive,emotion-achievement-celebration,Can't believe I nailed that presentation and feeling on top of the world today!,daily_motivation
Just finished a marathon run 🏃‍♂️💨 feeling energized and ready for a smoothie 🍓🥤 before the rain starts 🌧️🌈! Can't believe how beautiful the sky looks after the storm 🌥️✨.,🏃-💨-🍓-🥤-🌧️-🌈-🌥️-✨,8,I just finished a marathon run feeling energized and ready for a smoothie before the rain starts! Can't believe how beautiful the sky looks after the storm.,positive,activity-food-weather-nature,I just finished a marathon run feeling energized and ready for a smoothie before the rain starts! Can't believe how beautiful the sky looks after the storm.,daily_status
Can't believe I finally finished the marathon! 🏃‍♂️🎉🥇 The sweat the pain but totally worth it! 💪🔥🚀,🏃-🎉-🥇-💪-🔥-🚀,6,I can't believe I finally finished the marathon! The sweat the pain but totally worth it!,positive,achievement-emotion-sports,I can't believe I finally finished the marathon! The sweat the pain but totally worth it!,sports_event
Just finished a 10k run 🏃‍♂️💨 feeling so alive and energized 🌞💪 ready to conquer the day! 🚀✨,🏃-💨-🌞-💪-🚀-✨,6,I just finished a 10k run feeling very alive and energized ready to conquer the day.,positive,activity-emotion-weather-motivation,I just finished a 10k run feeling very alive and energized ready to conquer the day.,daily_motivation
Stuck in traffic 🚗🚦 waiting for the sunset 🌅 but the sky looks so dramatic today 🌩️✨🌈,🚗-🚦-🌅-🌩️-✨-🌈,6,I'm stuck in traffic waiting for the sunset but the sky looks so dramatic today.,neutral,transportation-nature-weather,I'm stuck in traffic waiting for the sunset but the sky looks so dramatic today.,daily_status
Woke up feeling 🌞 energized and ready to conquer the day! ☕💪🚀✨,🌞-☕-💪-🚀-✨,5,I woke up feeling energized and ready to conquer the day!,positive,emotion-food-activity-motivation,I woke up feeling energized and ready to conquer the day!,daily_motivation
Planning a spontaneous road trip 🚗🌄 with my best friends 🎉🥳 tomorrow morning! Can't wait to explore new places 🗺️✨ and make unforgettable memories 📸💖. Who's in? 🙋‍♀️🙋‍♂️🎶,🚗-🌄-🎉-🥳-🗺️-✨-📸-💖-🙋-🙋-🎶,7,Planning a spontaneous road trip with my best friends tomorrow morning! Can't wait to explore new places and make unforgettable memories. Who's in?,positive,transportation-nature-celebration-adventure-people-music,Planning a spontaneous road trip with my best friends tomorrow morning! Can't wait to explore new places and make unforgettable memories. Who's in?,daily_plans
Just aced my marathon run 🏃‍♂️💨 feeling unstoppable today! 🚀🎉,🏃-💨-🚀-🎉,4,I just finished my marathon run feeling unstoppable today!,positive,activity-emotion-celebration,I just finished my marathon run feeling unstoppable today!,motivational
Just finished a stressful meeting 😣📝☕ but now I feel relieved and ready to relax 🎉🌙📚,😣-📝-☕-🎉-🌙-📚,6,I just finished a stressful meeting but now I feel relieved and ready to relax.,positive,emotion-work-relaxation,I just finished a stressful meeting but now I feel relieved and ready to relax.,emotional_reflection
Just nailed that presentation at work! 🚀💼😊 Feeling unstoppable today! 🎉🔥,🚀-💼-😊-🎉-🔥,5,I just did really well on my presentation at work! Feeling confident today!,positive,emotion-work-celebration,I just did really well on my presentation at work! Feeling confident today!,daily_success
Just finished a marathon run in the rain ☔🏃‍♂️💦 feeling exhausted but alive 🌟🌥️,☔-🏃-💦-🌟-🌥️,5,I just finished a marathon run in the rain feeling exhausted but alive.,positive,activity-weather-emotion,I just finished a marathon run in the rain feeling exhausted but alive.,daily_status
Finally finished my marathon run 🏃‍♂️💨 feeling exhausted but so accomplished 🥇😊 ready to relax with some ice cream 🍦 and good music 🎶 tonight!,🏃-💨-🥇-😊-🍦-🎶,6,I finally finished my marathon run feeling exhausted but so accomplished ready to relax with some ice cream and good music tonight.,positive,activity-emotion-food-music,I finally finished my marathon run feeling exhausted but so accomplished ready to relax with some ice cream and good music tonight.,daily_status
Just nailed my presentation at work! 😎💼✨ Feeling on top of the world 🌍🚀😄,😎-💼-✨-🌍-🚀-😄,6,I just successfully completed my presentation at work! Feeling great and motivated.,positive,emotion-work-achievement,I just successfully completed my presentation at work! Feeling great and motivated.,daily_status
Just finished a 10km run 🏃‍♂️💨 in the park 🌳☀️ feeling so energized 💪😊! Can't wait to hit the gym again tomorrow 🏋️‍♀️🔥.,🏃-💨-🌳-☀️-💪-😊-🏋️-🔥,8,I just finished a 10km run in the park feeling so energized! I can't wait to go to the gym again tomorrow.,positive,activity-nature-emotion-fitness,I just finished a 10km run in the park feeling so energized! I can't wait to go to the gym again tomorrow.,daily_status
Woke up feeling ☀️ refreshed and ready to conquer the day! ☕💪🚀✨,☀️-☕-💪-🚀-✨,5,I woke up feeling refreshed and ready to conquer the day.,positive,emotion-breakfast-motivation-activity,I woke up feeling refreshed and ready to conquer the day.,daily_motivation
Can't believe I finally nailed the presentation! 🎉💼🔥 Feeling sooo proud! 😄🙌,🎉-💼-🔥-😄-🙌,5,I can't believe I finally succeeded in my presentation! Feeling very proud!,positive,celebration-work-emotion,I can't believe I finally succeeded in my presentation! Feeling very proud!,achievement
Just finished a 5k run 🏃‍♂️💦 feeling alive and ready for the weekend 🎉🌞 now time for some hot coffee ☕🔥 to relax 🛋️😊,🏃-💦-🎉-🌞-☕-🔥-🛋️-😊,8,I just finished a 5k run feeling alive and ready for the weekend now time for some hot coffee to relax.,positive,activity-emotion-weather-food-relaxation,I just finished a 5k run feeling alive and ready for the weekend now time for some hot coffee to relax.,daily_status
Just rocked the gym hard today 💪🔥🏋️‍♂️ feeling unstoppable! 🚀😊,💪-🔥-🏋️-🚀-😊,6,I worked out hard today and I feel unstoppable!,positive,activity-emotion,I worked out hard today and I feel unstoppable!,daily_status
Just finished a long run 🌅👟💪 feeling super energized and ready to conquer the day! 🚀✨😊,🌅-👟-💪-🚀-✨-😊,6,I just finished a long run at sunrise feeling very energized and ready to conquer the day!,positive,activity-time-emotion,I just finished a long run at sunrise feeling very energized and ready to conquer the day!,daily_status
Late night coding session 💻🌙🔥 feeling so inspired! 🚀✨ Could stay up forever if I could 😴💡,💻-🌙-🔥-🚀-✨-😴-💡,7,Late night coding session feeling very inspired! Could stay up forever if I could.,positive,activity-time of day-emotion-achievement,Late night coding session feeling very inspired! Could stay up forever if I could.,creative_story
Lost in the city lights 🌆✨ sipping coffee ☕️ and dreaming big 💭🚀 under the neon sky 🌃🌟.,🌆-✨-☕️-💭-🚀-🌃-🌟,7,Lost in the city lights sipping coffee and dreaming big under the neon sky.,positive,place-emotion-activity-dream,Lost in the city lights sipping coffee and dreaming big under the neon sky.,emotional_reflection
Just finished a intense workout 💪🔥 feeling unstoppable today! 🚴‍♂️🌟,💪-🔥-🚴-🌟,4,Just finished an intense workout feeling unstoppable today!,positive,emotion-activity-achievement,Just finished an intense workout feeling unstoppable today!,daily_status
Just finished a 10k run this morning 🏃‍♂️💨 feeling so energized and accomplished 💪🎉🌅,🏃-💨-💪-🎉-🌅,5,I just finished a 10k run this morning feeling so energized and accomplished.,positive,activity-emotion-time-achievement,I just finished a 10k run this morning feeling so energized and accomplished.,daily_status
Just wrapped up a long workout 💪🔥 feeling energized and ready to conquer the day 🚀🌞! Can't wait for dinner 🍲🍷 with friends tonight 😄🥳.,💪-🔥-🚀-🌞-🍲-🍷-😄-🥳,8,Just finished a long workout feeling energized and ready to conquer the day. Can't wait for dinner with friends tonight.,positive,emotion-activity-food-social,Just finished a long workout feeling energized and ready to conquer the day. Can't wait for dinner with friends tonight.,daily_status
Just finished a long run 🌳🏃‍♂️💦 feeling so accomplished and ready to relax with a cold drink 🍹😊🌅,🌳-🏃-💦-🍹-😊-🌅,6,Just finished a long run feeling so accomplished and ready to relax with a cold drink.,positive,activity-emotion-drink-nature-time,Just finished a long run feeling so accomplished and ready to relax with a cold drink.,daily_status
Just finished a long run 🏃‍♂️💪 under the bright ☀️ sky feeling so energized and ready for lunch 🍔🥤! Can't wait to relax at home 🛋️ with a good book 📚 and some cozy vibes 🌙✨.,🏃-💪-☀️-🍔-🥤-🛋️-📚-🌙-✨,9,I just finished a long run under the bright sky feeling so energized and ready for lunch! I can't wait to relax at home with a good book and some cozy vibes.,positive,activity-weather-food-home-entertainment,I just finished a long run under the bright sky feeling so energized and ready for lunch! I can't wait to relax at home with a good book and some cozy vibes.,daily_update
Just finished a long run 🚶‍♂️💦🌅 feeling so energized and ready to conquer the day! 💪✨,🚶-💦-🌅-💪-✨,5,Just finished a long run feeling so energized and ready to conquer the day!,positive,activity-emotion-time,Just finished a long run feeling so energized and ready to conquer the day!,daily_status
Just finished a long run 🏃‍♀️💨 at sunrise 🌅 feeling so alive and ready to conquer the day! ☀️🔥,🏃-💨-🌅-☀️-🔥,5,I just finished a long run at sunrise and feel very energized and ready for the day.,positive,activity-time_of_day-emotion-nature,I just finished a long run at sunrise and feel very energized and ready for the day.,daily_status
Just finished a 10k run at sunrise 🌅🏃‍♂️💪 feeling unstoppable today! 🚀✨,🌅-🏃-💪-🚀-✨,5,Just finished a 10k run at sunrise feeling unstoppable today!,positive,activity-time of day-emotion,Just finished a 10k run at sunrise feeling unstoppable today!,daily_motivation
Can't believe I aced my presentation today! 🎉💼🙌 Felt like I was on top of the world 🌍✨ after all those late nights studying 📚😴🔥,🎉-💼-🙌-🌍-✨-📚-😴-🔥,8,I can't believe I aced my presentation today! I felt like I was on top of the world after all those late nights studying.,positive,celebration-work-emotion-achievement-study,I can't believe I aced my presentation today! I felt like I was on top of the world after all those late nights studying.,daily_status
Just finished a long run 🏃‍♂️💨 feeling exhausted but so alive ✨💪🌅,🏃-💨-✨-💪-🌅,6,I just finished a long run feeling exhausted but very alive.,positive,activity-emotion-time,I just finished a long run feeling exhausted but very alive.,daily_status
Just nailed my first solo dance performance 💃✨ Feeling on top of the world 🌍🤩🎶,💃-✨-🌍-🤩-🎶,5,I just succeeded in my first solo dance performance and feel amazing.,positive,emotion-activity-celebration,I just succeeded in my first solo dance performance and feel amazing.,emotional_reflection
Can't believe I just aced the presentation! 🎉💼👩‍💻 Feeling unstoppable today! 🚀✨,🎉-💼-👩-💻-🚀-✨,5,I can't believe I just did really well on the presentation! Feeling unstoppable today!,positive,celebration-work-achievement-emotion,I can't believe I just did really well on the presentation! Feeling unstoppable today!,daily_status
Can't believe I nailed that presentation today! 🎤👏💼 Feeling on top of the world! 🌎✨,🎤-👏-💼-🌎-✨,5,I can't believe I succeeded in my presentation today! Feeling very happy and confident.,positive,emotion-activity-achievement,I can't believe I succeeded in my presentation today! Feeling very happy and confident.,emotional_reflection
Can't believe I finally finished my project! 🎉📝🙌 Feeling so accomplished after weeks of hard work 💪😅✨,🎉-📝-🙌-💪-😅-✨,6,I can't believe I finally finished my project! Feeling so accomplished after weeks of hard work.,positive,celebration-work-emotion-achievement,I can't believe I finally finished my project! Feeling so accomplished after weeks of hard work.,achievement_update
Can't believe I aced the exam today! 😄🎉📚 Feeling unstoppable! 🚀✨,😄-🎉-📚-🚀-✨,5,I can't believe I did really well on the exam today! Feeling unstoppable!,positive,emotion-celebration-achievement,I can't believe I did really well on the exam today! Feeling unstoppable!,emotional_reflection
Just finished a 10k run at sunrise 🌅🏃‍♂️💪 feeling energized and grateful 🙌😊 for this beautiful day ahead! 🌞✨,🌅-🏃-💪-🙌-😊-🌞-✨,7,Just finished a 10k run at sunrise feeling energized and grateful for this beautiful day ahead!,positive,activity-time-emotion-weather,Just finished a 10k run at sunrise feeling energized and grateful for this beautiful day ahead!,daily_motivation
Just finished a sunrise jog 🌅👟💪 feeling refreshed and ready to conquer the day! ☀️🏃‍♂️✨,🌅-👟-💪-☀️-🏃-✨,6,I just finished a sunrise jog feeling refreshed and ready to conquer the day!,positive,nature-activity-emotion,I just finished a sunrise jog feeling refreshed and ready to conquer the day!,daily_motivation
Just finished a intense workout 🏋️‍♂️🔥 feeling so energized 💪✨ ready to conquer the day! ☀️🌟,🏋️-🔥-💪-✨-☀️-🌟,6,Just finished an intense workout feeling so energized ready to conquer the day!,positive,activity-emotion-weather,Just finished an intense workout feeling so energized ready to conquer the day!,daily_status
Just finished a long run 🏃‍♂️💨 in the rain 🌧️ and feeling so alive! 🌟✨ Anyone else love those spontaneous workouts? 💪🔥,🏃-💨-🌧️-🌟-✨-💪-🔥,5,I just finished a long run in the rain and I feel very alive! Does anyone else love spontaneous workouts?,positive,activity-weather-emotion,I just finished a long run in the rain and I feel very alive! Does anyone else love spontaneous workouts?,fitness_update
Can't believe I just danced in the rain 🌧️💃😄 feeling so alive! 🌟✨,🌧️-💃-😄-🌟-✨,5,I can't believe I just danced in the rain feeling so alive!,positive,weather-emotion-activity,I can't believe I just danced in the rain feeling so alive!,emotional_expression
Can't believe I finally beat my high score 🎮🔥🥳 after hours of trying! Feeling on top of the world 🌎✨,🎮-🔥-🥳-🌎-✨,6,I can't believe I finally beat my high score after hours of trying! Feeling on top of the world.,positive,activity-emotion-achievement,I can't believe I finally beat my high score after hours of trying! Feeling on top of the world.,achievement
Just finished a 10k run at sunrise 🌅🏃‍♂️💪 feeling energized and ready to conquer the day! ☀️🔥,🌅-🏃-💪-☀️-🔥,4,Just finished a 10k run at sunrise feeling energized and ready to conquer the day!,positive,activity-time of day-emotion,Just finished a 10k run at sunrise feeling energized and ready to conquer the day!,daily_status
Just finished a long run 🏃‍♂️💨 under the bright summer sun ☀️ feeling so alive and energized! 🌈🌻,🏃-💨-☀️-🌈-🌻,5,I just finished a long run under the bright summer sun feeling so alive and energized.,positive,activity-weather-emotion-nature,I just finished a long run under the bright summer sun feeling so alive and energized.,daily_status
Just finished a intense workout 💪🏋️‍♂️ feeling unstoppable! 🚀🔥,💪-🏋️-🚀-🔥,4,I just finished an intense workout feeling unstoppable!,positive,emotion-activity-emotion,I just finished an intense workout feeling unstoppable!,daily_status
Just finished a long run 🌅🏃‍♂️💨 feeling so refreshed and alive! ✨🌿,🌅-🏃-💨-✨-🌿,5,I just finished a long run feeling very refreshed and alive!,positive,activity-emotion-nature,I just finished a long run feeling very refreshed and alive!,daily_status
Feeling ☀️ energized after a morning run 🏃‍♀️💨 in the park 🌳 with my favorite playlist 🎶😊! Can't wait for the brunch 🍳🥑 later!,☀️-🏃-💨-🌳-🎶-😊-🍳-🥑,8,Feeling energized after a morning run in the park with my favorite playlist! Can't wait for the brunch later!,positive,emotion-activity-nature-music-food,Feeling energized after a morning run in the park with my favorite playlist! Can't wait for the brunch later!,daily_status
Just finished a long run 🏃‍♂️🌅 feeling so energized 💥🔥 but also a bit sore 😴💦 after all that effort! 🏅💪,🏃-🌅-💥-🔥-😴-💦-🏅-💪,8,I just finished a long run in the morning feeling very energized but also a bit sore after all that effort.,positive,activity-weather-emotion-physical,I just finished a long run in the morning feeling very energized but also a bit sore after all that effort.,daily_status
Just nailed my presentation at work 🎯💼🚀 feeling on top of the world 🌍✨ but also exhausted 😅🛋️ tomorrow's another big day! 💪📈,🎯-💼-🚀-🌍-✨-😅-🛋️-💪-📈,9,I just nailed my presentation at work feeling on top of the world but also exhausted tomorrow's another big day.,positive,achievement-work-emotion-weather,I just nailed my presentation at work feeling on top of the world but also exhausted tomorrow's another big day.,daily_success
Just nailed my presentation at work 👏💼🚀 feeling unstoppable today! 😎✨,👏-💼-🚀-😎-✨,5,I just successfully gave my presentation at work feeling confident today!,positive,achievement-work-emotion,I just successfully gave my presentation at work feeling confident today!,daily_status
Just finished a intense workout at the gym 🏋️‍♂️🔥 feeling so alive! 😅💪🌟,🏋️-🔥-😅-💪-🌟,6,I just finished an intense workout at the gym feeling very alive!,positive,activity-emotion,I just finished an intense workout at the gym feeling very alive!,daily_status
Just finished a midnight jog 🏃‍♂️🌙✨ feeling alive and energized! 🚀💪🥇,🏃-🌙-✨-🚀-💪-🥇,6,I just finished a midnight run feeling alive and energized.,positive,activity-time-emotion-motivation,I just finished a midnight run feeling alive and energized.,daily_status
Just finished a marathon run 🌅🏃‍♂️💦 feeling exhausted but alive! ✨🌟,🌅-🏃-💦-✨-🌟,5,I just completed a marathon run at sunrise feeling tired but alive!,positive,activity-time-emotion,I just completed a marathon run at sunrise feeling tired but alive!,daily_status
Just finished a 10km run 🏃‍♂️💨 in the park 🌳☀️ feeling unstoppable! 💪🔥,🏃-💨-🌳-☀️-💪-🔥,6,I just finished a 10km run in the park feeling unstoppable!,positive,activity-weather-emotion,I just finished a 10km run in the park feeling unstoppable!,daily_status
Just finished a marathon run 🏃‍♂️💨 feeling exhausted but so alive! 🌅✨🏅,🏃-💨-🌅-✨-🏅,5,I just finished a marathon run feeling exhausted but so alive!,positive,activity-emotion-achievement,I just finished a marathon run feeling exhausted but so alive!,daily_status
Feeling unstoppable today! 🚀💪✨ Ready to conquer all challenges 🌍🔥😊,🚀-💪-✨-🌍-🔥-😊,6,Feeling unstoppable today! Ready to conquer all challenges.,positive,emotion-activity-adventure,Feeling unstoppable today! Ready to conquer all challenges.,daily_motivation
Stuck in traffic 🚗🚦 but enjoying some tunes 🎶 and dreaming of beaches 🏖️🌞 next weekend!,🚗-🚦-🎶-🏖️-🌞,5,I'm stuck in traffic but enjoying some music and dreaming of beaches next weekend.,positive,transportation-music-travel-weather,I'm stuck in traffic but enjoying some music and dreaming of beaches next weekend.,travel_plans
Can't believe I finally finished that project! 😅🎉💪 Now time to celebrate with friends 🥳🍕🎶,😅-🎉-💪-🥳-🍕-🎶,6,I can't believe I finally finished that project! Now it's time to celebrate with friends.,positive,emotion-celebration-food-music,I can't believe I finally finished that project! Now it's time to celebrate with friends.,celebration
Lost in the city streets 🌆🚶‍♂️✨ chasing my dreams under the neon lights 🌟🌙 while sipping hot coffee ☕🌃 to keep warm 🔥💫.,🌆-🚶-✨-🌟-🌙-☕-🌃-🔥-💫,9,Lost in the city streets walking and chasing my dreams under the neon lights while drinking hot coffee to stay warm.,positive,location-activity-emotion-night-food-warmth,Lost in the city streets walking and chasing my dreams under the neon lights while drinking hot coffee to stay warm.,nightlife
Just finished a 10k run🌞🏃‍♂️🔥 feeling so alive and energized! 💪💥✨,🌞-🏃-🔥-💪-💥-✨,6,Just finished a 10k run feeling so alive and energized!,positive,weather-activity-emotion,Just finished a 10k run feeling so alive and energized!,daily_status
Woke up feeling ✅ energized 💪 and ready to conquer the world 🌍✨! Coffee ☕ in hand and a big smile 😃 for this beautiful day 🌞🎉.,✅-💪-🌍-✨-☕-😃-🌞-🎉,8,I woke up feeling energized and ready to conquer the world! Coffee in hand and a big smile for this beautiful day.,positive,emotion-activity-object-weather,I woke up feeling energized and ready to conquer the world! Coffee in hand and a big smile for this beautiful day.,daily_motivation
Just crushed my first marathon 🏃‍♂️🔥 feeling unstoppable 💪🎉 while the sunrise paints the sky 🌅✨,🏃-🔥-💪-🎉-🌅-✨,6,I just finished my first marathon feeling unstoppable while the sunrise paints the sky.,positive,activity-emotion-nature,I just finished my first marathon feeling unstoppable while the sunrise paints the sky.,daily_status
Just finished a intense workout at the gym 🏋️‍♂️🔥 feeling exhausted but excited for tomorrow's adventure 🚴‍♀️🌟💪,🏋️-🔥-🚴-🌟-💪,8,I just finished an intense workout at the gym feeling exhausted but excited for tomorrow's adventure.,positive,activity-emotion-adventure,I just finished an intense workout at the gym feeling exhausted but excited for tomorrow's adventure.,daily_status
Just finished a long run 🏃‍♂️💨 in the park 🌳☀️ feeling so energized 🔋😄 ready to conquer the day! 🚀💪,🏃-💨-🌳-☀️-🔋-😄-🚀-💪,8,Just finished a long run in the park feeling so energized and ready to conquer the day!,positive,activity-nature-emotion-motivation,Just finished a long run in the park feeling so energized and ready to conquer the day!,daily_status
Just finished a marathon 🏃‍♂️💨 at sunrise 🌅 feeling exhausted but proud 🏅😊! Can't wait to do it again next weekend 🗓️🔥,🏃-💨-🌅-🏅-😊-🗓️-🔥,7,I just finished a marathon at sunrise feeling exhausted but proud! Can't wait to do it again next weekend.,positive,activity-time-emotion-motivation,I just finished a marathon at sunrise feeling exhausted but proud! Can't wait to do it again next weekend.,emotional_reflection
Stuck in traffic 🚗🚦and missed my chance to catch the sunset 🌅🌞 but at least I got some good music 🎶✨ to keep me company!,🚗-🚦-🌅-🌞-🎶-✨,6,I was in traffic and missed the sunset but I listened to good music to pass the time.,neutral,transportation-nature-music-emotion,I was in traffic and missed the sunset but I listened to good music to pass the time.,daily_status
Just finished a marathon run 🏃‍♂️💨 feeling exhausted but so alive! 💪🌅🌟,🏃-💨-💪-🌅-🌟,5,I just finished a marathon run feeling exhausted but so alive!,positive,activity-emotion-time-nature,I just finished a marathon run feeling exhausted but so alive!,daily_update
Feeling unstoppable after smashing my workout 💪🔥🏋️‍♀️ ready to conquer the day! 🌅✨,💪-🔥-🏋️-🌅-✨,5,Feeling unstoppable after smashing my workout ready to conquer the day!,positive,emotion-activity-time of day,Feeling unstoppable after smashing my workout ready to conquer the day!,daily_motivation
Sneaking out at midnight 🌙✨ to chase shooting stars 🌠 with friends 🚶‍♂️🚶‍♀️ under the clear sky 🌌 feeling so nostalgic 😌🌟 about childhood adventures 🧒🛶.,🌙-✨-🌠-🚶-🚶-🌌-😌-🌟-🧒-🛶,10,Sneaking out at midnight to chase shooting stars with friends under the clear sky feeling nostalgic about childhood adventures.,nostalgic,night-nature-friends-emotion-childhood,Sneaking out at midnight to chase shooting stars with friends under the clear sky feeling nostalgic about childhood adventures.,adventure_lifestyle
Just finished a long run 🏃‍♂️💨 at sunrise 🌅 feeling unstoppable! 💪🔥🌟,🏃-💨-🌅-💪-🔥-🌟,6,I just finished a long run at sunrise feeling unstoppable.,positive,activity-time of day-emotion,I just finished a long run at sunrise feeling unstoppable.,daily_status
Just finished a full workout 💪🏋️‍♂️ feeling energized and ready to conquer the day! ☀️🔥,💪-🏋️-☀️-🔥,4,I just finished a full workout feeling energized and ready to conquer the day!,positive,activity-emotion-weather,I just finished a full workout feeling energized and ready to conquer the day!,daily_status
Just finished a long run 🌅👟💪 feeling so refreshed and excited for the day ahead! 🌞✨,🌅-👟-💪-🌞-✨,5,I just finished a long run feeling so refreshed and excited for the day ahead!,positive,activity-emotion-time-weather,I just finished a long run feeling so refreshed and excited for the day ahead!,daily_status
Lost in the city lights 🌆✨ feeling like a true explorer 🧭🗺️ tonight! 🚶‍♂️🎶🍹,🌆-✨-🧭-🗺️-🚶-🎶-🍹,7,Lost in the city lights feeling like a true explorer tonight!,excited,location-emotion-activity-entertainment,Lost in the city lights feeling like a true explorer tonight!,nightlife
Just finished a long run 🏃‍♂️💨 and feeling unstoppable 💪🔥! Can't wait to relax with some cold lemonade 🍋🥤 under the summer sun ☀️😎.,🏃-💨-💪-🔥-🍋-🥤-☀️-😎,8,I just finished a long run and am feeling unstoppable! Can't wait to relax with some cold lemonade under the summer sun.,positive,activity-emotion-weather-food,I just finished a long run and am feeling unstoppable! Can't wait to relax with some cold lemonade under the summer sun.,daily_status
Just finished a 10k run 🏃‍♂️💨 in the park 🌳 during sunset 🌅 feeling so energized! ⚡😊,🏃-💨-🌳-🌅-⚡-😊,6,I just finished a 10k run in the park during sunset feeling so energized.,positive,activity-nature-time-emotion,I just finished a 10k run in the park during sunset feeling so energized.,daily_status
Just finished a 10k run 🌅🏃‍♂️💨 feeling so alive and refreshed! 🌟✨ Meanwhile my playlist 🎶🎧 was on repeat making the miles fly by 🚀🔥.,🌅-🏃-💨-🌟-✨-🎶-🎧-🚀-🔥,9,I just finished a 10k run feeling very alive and refreshed. Meanwhile my playlist was on repeat making the miles go by quickly.,positive,activity-emotion-music-nature,I just finished a 10k run feeling very alive and refreshed. Meanwhile my playlist was on repeat making the miles go by quickly.,daily_status
Just finished a marathon run 🏃‍♂️💨 in the rain 🌧️ but feeling unstoppable! 💪🔥💯,🏃-💨-🌧️-💪-🔥-💯,6,I just finished a marathon run in the rain but feel unstoppable!,positive,activity-weather-emotion-motivation,I just finished a marathon run in the rain but feel unstoppable!,daily_status
Can't believe I nailed that presentation! 🎤💼👏🚀 Feeling on top of the world 🌍✨,🎤-💼-👏-🚀-🌍-✨,6,I can't believe I did great on that presentation! Feeling accomplished and excited.,positive,emotion-work-achievement,I can't believe I did great on that presentation! Feeling accomplished and excited.,emotional_reflection
Just finished an intense workout 💪🏃‍♀️🔥 feeling unstoppable today! 🚀😊,💪-🏃-🔥-🚀-😊,5,I just finished an intense workout feeling unstoppable today!,positive,activity-emotion-energy,I just finished an intense workout feeling unstoppable today!,daily_status
Just aced my exam! 📚✏️🤓 Feeling unstoppable 🔥🎉🚀,📚-✏️-🤓-🔥-🎉-🚀,6,I just did very well on my exam! Feeling confident and excited.,positive,achievement-emotion-celebration,I just did very well on my exam! Feeling confident and excited.,emotional_reflection
Just nailed my presentation at work 💼✨ feeling so proud and motivated 💪🚀✨,💼-✨-💪-🚀-✨,5,I just succeeded in my presentation at work and I feel very proud and motivated.,positive,work-emotion-achievement,I just succeeded in my presentation at work and I feel very proud and motivated.,daily_status
Just finished a 10k run at dawn 🏃‍♂️🌅 feeling energized and unstoppable! 🚀💪,🏃-🌅-🚀-💪,4,Just finished a 10k run at dawn feeling energized and unstoppable!,positive,activity-time of day-emotion-energy,Just finished a 10k run at dawn feeling energized and unstoppable!,daily_status
Just finished a marathon run 🏃‍♂️💨 feeling unstoppable 💪🔥! Time for some cool drinks 🍹🧊 and relaxing music 🎶🛋️ at sunset 🌅😊.,🏃-💨-💪-🔥-🍹-🧊-🎶-🛋️-🌅-😊,10,Just finished a marathon run feeling unstoppable! Time for some cool drinks and relaxing music at sunset.,positive,activity-emotion-food-music-time,Just finished a marathon run feeling unstoppable! Time for some cool drinks and relaxing music at sunset.,daily_status
Just finished a long run 🌅👟💪 feeling so accomplished and ready for some pizza 🍕😋 tonight!,🌅-👟-💪-🍕-😋,5,I just finished a long run at sunrise feeling accomplished and I am ready to eat pizza tonight.,positive,activity-emotion-food-time,I just finished a long run at sunrise feeling accomplished and I am ready to eat pizza tonight.,daily_update
Just woke up feeling this incredible energy! 🚀☀️ Ready to conquer the day 💪🌟🌈,🚀-☀️-💪-🌟-🌈,5,Just woke up feeling this incredible energy! Ready to conquer the day.,positive,emotion-activity-nature,Just woke up feeling this incredible energy! Ready to conquer the day.,daily_motivation
Celebrating the achievement 🎉🏆 with my friends at the cozy cafe ☕️🍰 after a long week! Feeling proud and happy 😊✨,🎉-🏆-☕️-🍰-😊-✨,6,Celebrating the achievement with my friends at the cozy cafe after a long week! Feeling proud and happy.,positive,celebration-achievement-food-emotion,Celebrating the achievement with my friends at the cozy cafe after a long week! Feeling proud and happy.,emotional_reflection
Just finished an intense workout 🏋️‍♀️💦 feeling energized and ready to conquer the day! 🌟🔥,🏋️-💦-🌟-🔥,4,I just finished an intense workout feeling energized and ready to conquer the day!,positive,activity-emotion,I just finished an intense workout feeling energized and ready to conquer the day!,daily_status
Just wrapped up a long run 🏃‍♂️🌅 feeling exhausted but energized! 💦🔥 Can't wait to chill at home 🏡 with a cold drink 🍹 and Netflix 🎬 tonight! 😊✨,🏃-🌅-💦-🔥-🏡-🍹-🎬-😊-✨,9,I just finished a long run feeling tired but energized! I can't wait to relax at home with a cold drink and Netflix tonight!,positive,activity-time-feeling-food-entertainment,I just finished a long run feeling tired but energized! I can't wait to relax at home with a cold drink and Netflix tonight!,daily_status
